ma_id,review_id,audit_score,consistency_score,robustness_score,stability_score,power_score,final_score,grade,grade_label,percentile_rank
CD015083_pub2_data__A2,CD015083,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD015083_pub2_data__A4,CD015083,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD015083_pub2_data__A5,CD015083,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD013758_pub2_data__A21,CD013758,80.0,100.0,10.0,99.7,100.0,78,B,Moderately Trustworthy,84.5
CD014967_pub2_data__A1,CD014967,52.0,100.0,40.0,100.0,100.0,78,B,Moderately Trustworthy,84.5
CD014967_pub2_data__A11,CD014967,92.0,100.0,50.0,100.0,50.0,78,B,Moderately Trustworthy,84.5
CD007374_pub3_data__A9,CD007374,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD003511_pub6_data__A8,CD003511,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A55,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD013071_pub2_data__A14,CD013071,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD003376_pub4_data__A1,CD003376,80.0,90.0,20.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD003376_pub4_data__A2,CD003376,80.0,90.0,20.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD010290_pub4_data__A15,CD010290,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD010290_pub4_data__A8,CD010290,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD004703_pub3_data__A1,CD004703,80.0,100.0,10.0,98.8,100.0,78,B,Moderately Trustworthy,84.5
CD015373_pub2_data__A23,CD015373,100.0,100.0,40.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A27,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A29,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A3,CD007784,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A31,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD015332_pub2_data__A1,CD015332,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A23,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A51,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A53,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD013366_pub2_data__A12,CD013366,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD007374_pub3_data__A4,CD007374,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD005595_pub4_data__A2,CD005595,72.0,100.0,20.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD005595_pub4_data__A4,CD005595,72.0,100.0,20.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A39,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A41,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A43,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A46,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD007784_pub3_data__A49,CD007784,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD015083_pub2_data__A11,CD015083,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A24,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A25,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A27,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A5,CD013631,100.0,100.0,50.0,90.7,50.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A7,CD013631,100.0,100.0,50.0,90.7,50.0,78,B,Moderately Trustworthy,84.5
CD013726_pub2_data__A7,CD013726,72.0,100.0,20.0,99.4,100.0,78,B,Moderately Trustworthy,84.5
CD006257_pub2_data__A6,CD006257,80.0,100.0,10.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD004417_pub6_data__A3,CD004417,56.0,75.0,60.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A21,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A22,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A18,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A19,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD015083_pub2_data__A7,CD015083,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD015083_pub2_data__A9,CD015083,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD004307_pub7_data__A3,CD004307,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A54,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A55,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A30,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A41,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A43,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A44,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A46,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A47,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD015824_pub2_data__A6,CD015824,84.0,100.0,30.0,76.4,100.0,78,B,Moderately Trustworthy,84.5
CD007809_pub3_data__A5,CD007809,84.0,100.0,50.0,81.4,75.0,78,B,Moderately Trustworthy,84.5
CD015373_pub2_data__A6,CD015373,100.0,100.0,40.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD015373_pub2_data__A7,CD015373,100.0,100.0,40.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD006023_pub4_data__A24,CD006023,100.0,100.0,40.0,73.8,75.0,78,B,Moderately Trustworthy,84.5
CD006023_pub4_data__A25,CD006023,100.0,100.0,40.0,73.8,75.0,78,B,Moderately Trustworthy,84.5
CD013052_pub3_data__A2,CD013052,84.0,80.0,50.0,99.9,75.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A49,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A5,CD013614,52.0,100.0,40.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A13,CD013631,100.0,100.0,50.0,90.7,50.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A14,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A15,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A16,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A17,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD006536_pub5_data__A7,CD006536,72.0,100.0,20.0,99.7,100.0,78,B,Moderately Trustworthy,84.5
CD007310_pub3_data__A6,CD007310,52.0,100.0,40.0,95.6,100.0,78,B,Moderately Trustworthy,84.5
CD015854_data__A5,CD015854,100.0,100.0,40.0,98.6,50.0,78,B,Moderately Trustworthy,84.5
CD015854_data__A7,CD015854,100.0,100.0,40.0,98.6,50.0,78,B,Moderately Trustworthy,84.5
CD010779_pub2_data__A2,CD010779,100.0,100.0,40.0,98.7,50.0,78,B,Moderately Trustworthy,84.5
CD012967_pub2_data__A1,CD012967,92.0,100.0,80.0,95.0,25.0,78,B,Moderately Trustworthy,84.5
CD012967_pub2_data__A2,CD012967,92.0,100.0,80.0,95.0,25.0,78,B,Moderately Trustworthy,84.5
CD012967_pub2_data__A3,CD012967,92.0,100.0,80.0,95.0,25.0,78,B,Moderately Trustworthy,84.5
CD012967_pub2_data__A4,CD012967,92.0,100.0,80.0,95.0,25.0,78,B,Moderately Trustworthy,84.5
CD014792_pub2_data__A10,CD014792,84.0,100.0,80.0,99.8,25.0,78,B,Moderately Trustworthy,84.5
CD014792_pub2_data__A9,CD014792,92.0,100.0,50.0,99.8,50.0,78,B,Moderately Trustworthy,84.5
CD012712_pub2_data__A1,CD012712,72.0,100.0,20.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD012712_pub2_data__A10,CD012712,72.0,100.0,20.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD002042_pub6_data__A25,CD002042,92.0,100.0,50.0,99.6,50.0,78,B,Moderately Trustworthy,84.5
CD011197_pub3_data__A5,CD011197,92.0,100.0,50.0,99.5,50.0,78,B,Moderately Trustworthy,84.5
CD006536_pub5_data__A12,CD006536,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD010966_pub4_data__A11,CD010966,92.0,100.0,50.0,96.0,50.0,78,B,Moderately Trustworthy,84.5
CD013631_pub2_data__A20,CD013631,92.0,100.0,80.0,90.7,25.0,78,B,Moderately Trustworthy,84.5
CD006536_pub5_data__A13,CD006536,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD006536_pub5_data__A14,CD006536,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD006536_pub5_data__A16,CD006536,72.0,100.0,20.0,99.7,100.0,78,B,Moderately Trustworthy,84.5
CD006536_pub5_data__A19,CD006536,72.0,100.0,20.0,99.7,100.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A38,CD013614,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A39,CD013614,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A40,CD013614,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013396_pub2_data__A10,CD013396,92.0,100.0,50.0,99.8,50.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A40,CD015215,92.0,100.0,80.0,90.8,25.0,78,B,Moderately Trustworthy,84.5
CD003511_pub6_data__A6,CD003511,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD003511_pub6_data__A7,CD003511,92.0,100.0,50.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD013396_pub2_data__A8,CD013396,92.0,100.0,50.0,99.8,50.0,78,B,Moderately Trustworthy,84.5
CD007374_pub3_data__A20,CD007374,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD015192_pub2_data__A1,CD015192,80.0,100.0,10.0,98.8,100.0,78,B,Moderately Trustworthy,84.5
CD004953_pub5_data__A12,CD004953,92.0,100.0,30.0,92.4,75.0,78,B,Moderately Trustworthy,84.5
CD014736_pub2_data__A4,CD014736,92.0,100.0,80.0,94.6,25.0,78,B,Moderately Trustworthy,84.5
CD014736_pub2_data__A5,CD014736,92.0,100.0,80.0,94.6,25.0,78,B,Moderately Trustworthy,84.5
CD011197_pub3_data__A6,CD011197,92.0,100.0,50.0,99.5,50.0,78,B,Moderately Trustworthy,84.5
CD011197_pub3_data__A7,CD011197,92.0,100.0,50.0,99.5,50.0,78,B,Moderately Trustworthy,84.5
CD012445_pub2_data__A3,CD012445,100.0,100.0,40.0,74.6,75.0,78,B,Moderately Trustworthy,84.5
CD012445_pub2_data__A9,CD012445,100.0,100.0,40.0,74.6,75.0,78,B,Moderately Trustworthy,84.5
CD011858_pub2_data__A14,CD011858,92.0,100.0,80.0,93.8,25.0,78,B,Moderately Trustworthy,84.5
CD015786_pub2_data__A4,CD015786,100.0,100.0,90.0,25.6,75.0,78,B,Moderately Trustworthy,84.5
CD011535_pub7_data__A15,CD011535,52.0,100.0,40.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD011535_pub7_data__A16,CD011535,52.0,100.0,40.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD015532_data__A5,CD015532,92.0,100.0,30.0,67.4,100.0,78,B,Moderately Trustworthy,84.5
CD013874_pub3_data__A13,CD013874,92.0,100.0,50.0,99.5,50.0,78,B,Moderately Trustworthy,84.5
CD013874_pub3_data__A14,CD013874,92.0,100.0,50.0,99.5,50.0,78,B,Moderately Trustworthy,84.5
CD011858_pub2_data__A15,CD011858,92.0,100.0,80.0,93.8,25.0,78,B,Moderately Trustworthy,84.5
CD013425_pub2_data__A3,CD013425,52.0,100.0,40.0,99.7,100.0,78,B,Moderately Trustworthy,84.5
CD013425_pub2_data__A6,CD013425,32.0,100.0,60.0,99.7,100.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A44,CD013614,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A45,CD013614,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A46,CD013614,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD003743_pub3_data__A13,CD003743,100.0,100.0,40.0,99.7,50.0,78,B,Moderately Trustworthy,84.5
CD010966_pub4_data__A24,CD010966,92.0,100.0,50.0,96.0,50.0,78,B,Moderately Trustworthy,84.5
CD011120_pub3_data__A3,CD011120,92.0,100.0,50.0,99.8,50.0,78,B,Moderately Trustworthy,84.5
CD009362_pub4_data__A1,CD009362,32.0,100.0,60.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A47,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A33,CD013614,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD013614_pub2_data__A22,CD013614,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A48,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A49,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A50,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A51,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD009298_pub3_data__A52,CD009298,92.0,100.0,50.0,98.3,50.0,78,B,Moderately Trustworthy,84.5
CD011762_pub2_data__A10,CD011762,52.0,100.0,40.0,100.0,100.0,78,B,Moderately Trustworthy,84.5
CD011866_pub3_data__A3,CD011866,52.0,100.0,40.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD001431_pub6_data__A6,CD001431,72.0,100.0,20.0,99.8,100.0,78,B,Moderately Trustworthy,84.5
CD004953_pub5_data__A4,CD004953,92.0,100.0,30.0,92.4,75.0,78,B,Moderately Trustworthy,84.5
CD011858_pub2_data__A10,CD011858,92.0,100.0,80.0,93.8,25.0,78,B,Moderately Trustworthy,84.5
CD011858_pub2_data__A11,CD011858,92.0,100.0,80.0,93.8,25.0,78,B,Moderately Trustworthy,84.5
CD011858_pub2_data__A12,CD011858,92.0,100.0,80.0,93.8,25.0,78,B,Moderately Trustworthy,84.5
CD011858_pub2_data__A13,CD011858,92.0,100.0,80.0,93.8,25.0,78,B,Moderately Trustworthy,84.5
CD015673_pub2_data__A10,CD015673,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD015673_pub2_data__A7,CD015673,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD010216_pub9_data__A7,CD010216,100.0,100.0,40.0,100.0,50.0,78,B,Moderately Trustworthy,84.5
CD010290_pub4_data__A12,CD010290,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD011689_pub4_data__A18,CD011689,52.0,100.0,40.0,100.0,100.0,78,B,Moderately Trustworthy,84.5
CD008858_pub5_data__A5,CD008858,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013425_pub2_data__A11,CD013425,32.0,100.0,60.0,99.7,100.0,78,B,Moderately Trustworthy,84.5
CD015751_pub2_data__A6,CD015751,92.0,100.0,50.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013508_pub3_data__A7,CD013508,92.0,100.0,50.0,98.4,50.0,78,B,Moderately Trustworthy,84.5
CD011044_pub3_data__A1,CD011044,72.0,100.0,20.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD003598_pub3_data__A21,CD003598,80.0,100.0,10.0,99.9,100.0,78,B,Moderately Trustworthy,84.5
CD003598_pub3_data__A26,CD003598,100.0,100.0,40.0,99.9,50.0,78,B,Moderately Trustworthy,84.5
CD013508_pub3_data__A4,CD013508,92.0,100.0,50.0,98.4,50.0,78,B,Moderately Trustworthy,84.5
CD015215_pub2_data__A12,CD015215,72.0,60.0,90.0,90.8,75.0,78,B,Moderately Trustworthy,84.5
CD016136_data__A2,CD016136,72.0,100.0,20.0,99.4,100.0,78,B,Moderately Trustworthy,84.5
CD016147_data__A5,CD016147,92.0,100.0,80.0,90.0,25.0,77,B,Moderately Trustworthy,81.3
CD016211_data__A14,CD016211,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD016211_data__A12,CD016211,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD016278_data__A9,CD016278,92.0,100.0,80.0,87.1,25.0,77,B,Moderately Trustworthy,81.3
CD016147_data__A6,CD016147,92.0,100.0,80.0,90.0,25.0,77,B,Moderately Trustworthy,81.3
CD016211_data__A10,CD016211,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD016211_data__A9,CD016211,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD016147_data__A7,CD016147,92.0,100.0,80.0,90.0,25.0,77,B,Moderately Trustworthy,81.3
CD016211_data__A18,CD016211,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD016147_data__A8,CD016147,92.0,100.0,80.0,90.0,25.0,77,B,Moderately Trustworthy,81.3
CD016131_data__A4,CD016131,80.0,100.0,10.0,92.8,100.0,77,B,Moderately Trustworthy,81.3
CD000143_pub2_data__A6,CD000143,92.0,100.0,70.0,99.8,25.0,77,B,Moderately Trustworthy,81.3
CD016278_data__A21,CD016278,92.0,100.0,80.0,87.1,25.0,77,B,Moderately Trustworthy,81.3
CD016147_data__A9,CD016147,92.0,100.0,80.0,90.0,25.0,77,B,Moderately Trustworthy,81.3
CD016211_data__A16,CD016211,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD002042_pub6_data__A29,CD002042,84.0,100.0,50.0,99.6,50.0,77,B,Moderately Trustworthy,81.3
CD014762_pub2_data__A1,CD014762,60.0,100.0,50.0,99.9,75.0,77,B,Moderately Trustworthy,81.3
CD014762_pub2_data__A2,CD014762,80.0,100.0,30.0,99.9,75.0,77,B,Moderately Trustworthy,81.3
CD014762_pub2_data__A4,CD014762,80.0,100.0,30.0,99.9,75.0,77,B,Moderately Trustworthy,81.3
CD013539_pub2_data__A7,CD013539,80.0,100.0,10.0,93.1,100.0,77,B,Moderately Trustworthy,81.3
CD006839_pub5_data__A1,CD006839,92.0,100.0,50.0,94.1,50.0,77,B,Moderately Trustworthy,81.3
CD006839_pub5_data__A2,CD006839,92.0,100.0,50.0,94.1,50.0,77,B,Moderately Trustworthy,81.3
CD006839_pub5_data__A3,CD006839,92.0,100.0,50.0,94.1,50.0,77,B,Moderately Trustworthy,81.3
CD003743_pub3_data__A1,CD003743,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD016278_data__A18,CD016278,92.0,100.0,80.0,87.1,25.0,77,B,Moderately Trustworthy,81.3
CD015215_pub2_data__A15,CD015215,80.0,100.0,40.0,90.8,75.0,77,B,Moderately Trustworthy,81.3
CD015215_pub2_data__A17,CD015215,92.0,100.0,50.0,90.8,50.0,77,B,Moderately Trustworthy,81.3
CD015215_pub2_data__A19,CD015215,92.0,100.0,50.0,90.8,50.0,77,B,Moderately Trustworthy,81.3
CD003743_pub3_data__A11,CD003743,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD003598_pub3_data__A31,CD003598,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD003598_pub3_data__A32,CD003598,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD003598_pub3_data__A34,CD003598,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD003598_pub3_data__A35,CD003598,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD003598_pub3_data__A36,CD003598,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD015968_data__A2,CD015968,100.0,100.0,50.0,84.6,50.0,77,B,Moderately Trustworthy,81.3
CD013590_pub2_data__A3,CD013590,92.0,100.0,90.0,0.7,100.0,77,B,Moderately Trustworthy,81.3
CD012623_pub2_data__A1,CD012623,76.0,100.0,90.0,19.9,100.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A9,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD012967_pub2_data__A5,CD012967,92.0,100.0,50.0,95.0,50.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A46,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A47,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A48,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A50,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A51,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A52,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD013052_pub3_data__A1,CD013052,44.0,100.0,40.0,99.9,100.0,77,B,Moderately Trustworthy,81.3
CD013052_pub3_data__A3,CD013052,84.0,50.0,50.0,99.9,100.0,77,B,Moderately Trustworthy,81.3
CD013052_pub3_data__A4,CD013052,84.0,100.0,50.0,99.9,50.0,77,B,Moderately Trustworthy,81.3
CD011600_pub3_data__A27,CD011600,92.0,100.0,70.0,99.3,25.0,77,B,Moderately Trustworthy,81.3
CD013561_pub2_data__A6,CD013561,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD011044_pub3_data__A4,CD011044,44.0,100.0,40.0,99.9,100.0,77,B,Moderately Trustworthy,81.3
CD015968_data__A4,CD015968,100.0,100.0,50.0,84.6,50.0,77,B,Moderately Trustworthy,81.3
CD003743_pub3_data__A10,CD003743,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD007895_pub3_data__A3,CD007895,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A55,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A56,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A57,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A58,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A59,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A60,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A41,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD015854_data__A11,CD015854,92.0,100.0,70.0,98.6,25.0,77,B,Moderately Trustworthy,81.3
CD013396_pub2_data__A9,CD013396,84.0,100.0,50.0,99.8,50.0,77,B,Moderately Trustworthy,81.3
CD011627_pub3_data__A2,CD011627,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD011627_pub3_data__A3,CD011627,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD011627_pub3_data__A4,CD011627,92.0,100.0,70.0,99.9,25.0,77,B,Moderately Trustworthy,81.3
CD011689_pub4_data__A12,CD011689,24.0,100.0,60.0,100.0,100.0,77,B,Moderately Trustworthy,81.3
CD011689_pub4_data__A14,CD011689,44.0,100.0,40.0,100.0,100.0,77,B,Moderately Trustworthy,81.3
CD011689_pub4_data__A15,CD011689,44.0,100.0,40.0,100.0,100.0,77,B,Moderately Trustworthy,81.3
CD011600_pub3_data__A20,CD011600,92.0,100.0,70.0,99.3,25.0,77,B,Moderately Trustworthy,81.3
CD011600_pub3_data__A21,CD011600,92.0,100.0,70.0,99.3,25.0,77,B,Moderately Trustworthy,81.3
CD011600_pub3_data__A22,CD011600,92.0,100.0,70.0,99.3,25.0,77,B,Moderately Trustworthy,81.3
CD015524_pub2_data__A7,CD015524,100.0,100.0,50.0,62.2,75.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A43,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD011885_pub2_data__A45,CD011885,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD014855_pub2_data__A6,CD014855,92.0,100.0,70.0,99.3,25.0,77,B,Moderately Trustworthy,81.3
CD014869_pub2_data__A2,CD014869,92.0,100.0,70.0,99.8,25.0,77,B,Moderately Trustworthy,81.3
CD014869_pub2_data__A3,CD014869,92.0,100.0,70.0,99.8,25.0,77,B,Moderately Trustworthy,81.3
CD005951_pub5_data__A10,CD005951,92.0,100.0,70.0,99.1,25.0,77,B,Moderately Trustworthy,81.3
CD005951_pub5_data__A11,CD005951,92.0,100.0,70.0,99.1,25.0,77,B,Moderately Trustworthy,81.3
CD014960_pub2_data__A7,CD014960,92.0,100.0,70.0,98.3,25.0,77,B,Moderately Trustworthy,81.3
CD003743_pub3_data__A2,CD003743,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
CD003743_pub3_data__A3,CD003743,92.0,100.0,70.0,99.7,25.0,77,B,Moderately Trustworthy,81.3
